beneficiary_id,Beneficiary_creationDate,Beneficiary_modificationdate,subscription_id,Subscription_CreationDate,Subscription_modificationDate
206031,"2015-10-26 17:10:58","2015-10-26 17:10:58",206032,"2015-10-26 17:10:58","2016-12-21 03:05:57"
206034,"2015-10-26 17:10:58","2015-10-26 17:10:58",206035,"2015-10-26 17:10:58","2016-12-17 22:48:50"
207183,"2015-10-26 17:11:03","2015-10-26 17:11:03",207184,"2015-10-26 17:11:03","2016-12-12 22:46:19"
207456,"2015-10-26 17:11:04","2015-10-26 17:11:04",207457,"2015-10-26 17:11:04","2016-12-14 22:45:19"
208350,"2015-10-26 17:11:08","2015-10-26 17:11:08",208351,"2015-10-26 17:11:08","2016-12-15 22:47:02"
218048,"2015-10-26 17:11:49","2015-10-26 17:11:49",218049,"2015-10-26 17:11:49","2017-01-20 22:44:45"
218051,"2015-10-26 17:11:49","2015-10-26 17:11:49",218052,"2015-10-26 17:11:49","2016-12-08 22:44:02"
218246,"2015-10-26 17:11:50","2015-10-26 17:11:50",218247,"2015-10-26 17:11:50","2016-12-16 22:46:22"
218504,"2015-10-26 17:11:51","2015-10-26 17:11:51",218505,"2015-10-26 17:11:51","2016-12-08 22:44:02"
218534,"2015-10-26 17:11:51","2015-10-26 17:11:51",218535,"2015-10-26 17:11:51","2016-12-03 00:01:29"
218645,"2015-10-26 17:11:52","2015-10-26 17:11:52",218646,"2015-10-26 17:11:52","2017-01-15 22:37:43"
218648,"2015-10-26 17:11:52","2015-10-26 17:11:52",218649,"2015-10-26 17:11:52","2016-12-02 05:19:10"
221336,"2015-10-26 17:12:04","2015-10-26 17:12:04",221337,"2015-10-26 17:12:04","2016-12-06 00:03:06"
224339,"2015-10-26 17:12:17","2015-10-26 17:12:17",224340,"2015-10-26 17:12:17","2016-12-20 23:51:24"
226133,"2015-10-26 17:12:24","2015-10-26 17:12:24",226134,"2015-10-26 17:12:24","2016-12-20 12:56:36"
229472,"2015-10-26 17:12:39","2015-10-26 17:12:39",229473,"2015-10-26 17:12:39","2016-12-05 00:34:57"
229520,"2015-10-26 17:12:39","2015-10-26 17:12:39",229521,"2015-10-26 17:12:39","2016-12-02 23:53:06"
229910,"2015-10-26 17:12:41","2015-10-26 17:12:41",229911,"2015-10-26 17:12:41","2016-12-08 22:46:07"
229976,"2015-10-26 17:12:41","2015-10-26 17:12:41",229977,"2015-10-26 17:12:41","2016-12-06 23:58:20"
230147,"2015-10-26 17:12:42","2015-10-26 17:12:42",230148,"2015-10-26 17:12:42","2016-12-06 00:03:07"
230543,"2015-10-26 17:12:44","2015-10-26 17:12:44",230544,"2015-10-26 17:12:44","2016-12-10 22:45:14"
230576,"2015-10-26 17:12:44","2015-10-26 17:12:44",230577,"2015-10-26 17:12:44","2016-12-02 05:19:10"
230735,"2015-10-26 17:12:44","2015-10-26 17:12:44",230736,"2015-10-26 17:12:44","2016-12-19 22:49:25"
230942,"2015-10-26 17:12:45","2015-10-26 17:12:45",230943,"2015-10-26 17:12:45","2016-12-02 01:58:47"
231182,"2015-10-26 17:12:46","2015-10-26 17:12:46",231183,"2015-10-26 17:12:46","2016-12-20 12:56:36"
231185,"2015-10-26 17:12:46","2015-10-26 17:12:46",231186,"2015-10-26 17:12:46","2016-12-07 00:00:36"
231191,"2015-10-26 17:12:46","2015-10-26 17:12:46",231192,"2015-10-26 17:12:46","2016-12-19 22:49:25"
231251,"2015-10-26 17:12:47","2015-10-26 17:12:47",231252,"2015-10-26 17:12:47","2016-12-20 12:08:12"
231389,"2015-10-26 17:12:47","2015-10-26 17:12:47",231390,"2015-10-26 17:12:47","2016-12-06 23:58:21"
231824,"2015-10-26 17:12:49","2015-10-26 17:12:49",231825,"2015-10-26 17:12:49","2016-12-07 00:05:02"
231980,"2015-10-26 17:12:50","2015-10-26 17:12:50",231981,"2015-10-26 17:12:50","2016-12-02 23:53:06"
232004,"2015-10-26 17:12:50","2015-10-26 17:12:50",232005,"2015-10-26 17:12:50","2016-12-08 22:44:02"
232130,"2015-10-26 17:12:51","2015-10-26 17:12:51",232131,"2015-10-26 17:12:51","2016-12-06 23:58:22"
232166,"2015-10-26 17:12:51","2015-10-26 17:12:51",232167,"2015-10-26 17:12:51","2016-12-20 12:57:07"
232397,"2015-10-26 17:12:52","2015-10-26 17:12:52",232398,"2015-10-26 17:12:52","2016-12-20 23:51:24"
232400,"2015-10-26 17:12:52","2015-10-26 17:12:52",232401,"2015-10-26 17:12:52","2017-01-17 22:40:28"
232403,"2015-10-26 17:12:52","2015-10-26 17:12:52",232404,"2015-10-26 17:12:52","2017-01-17 22:40:28"
232406,"2015-10-26 17:12:52","2015-10-26 17:12:52",232407,"2015-10-26 17:12:52","2016-12-20 12:54:26"
232409,"2015-10-26 17:12:52","2015-10-26 17:12:52",232410,"2015-10-26 17:12:52","2016-12-20 23:51:24"
232454,"2015-10-26 17:12:52","2015-10-26 17:12:52",232455,"2015-10-26 17:12:52","2016-12-20 23:51:25"
232457,"2015-10-26 17:12:52","2015-10-26 17:12:52",232458,"2015-10-26 17:12:52","2016-12-20 12:19:30"
232466,"2015-10-26 17:12:52","2015-10-26 17:12:52",232467,"2015-10-26 17:12:52","2016-12-20 23:51:25"
233096,"2015-10-26 17:12:55","2015-10-26 17:12:55",233097,"2015-10-26 17:12:55","2016-12-02 05:19:10"
233618,"2015-10-26 17:12:57","2015-10-26 17:12:57",233619,"2015-10-26 17:12:57","2017-01-03 22:38:49"
234524,"2015-10-26 17:13:01","2015-10-26 17:13:01",234525,"2015-10-26 17:13:01","2016-12-20 23:51:25"
234632,"2015-10-26 17:13:02","2015-10-26 17:13:02",234633,"2015-10-26 17:13:02","2016-12-12 23:28:15"
235013,"2015-10-26 17:13:04","2015-10-26 17:13:04",235014,"2015-10-26 17:13:04","2016-12-27 22:43:40"
235889,"2015-10-26 17:13:08","2015-10-26 17:13:08",235890,"2015-10-26 17:13:08","2016-12-06 23:58:22"
236024,"2015-10-26 17:13:08","2015-10-26 17:13:08",236025,"2015-10-26 17:13:08","2016-12-22 22:42:18"
236078,"2015-10-26 17:13:09","2015-10-26 17:13:09",236079,"2015-10-26 17:13:09","2016-12-05 00:34:57"
236102,"2015-10-26 17:13:09","2015-10-26 17:13:09",236103,"2015-10-26 17:13:09","2016-12-17 22:48:51"
236105,"2015-10-26 17:13:09","2015-10-26 17:13:09",236106,"2015-10-26 17:13:09","2016-12-20 12:56:34"
236111,"2015-10-26 17:13:09","2015-10-26 17:13:09",236112,"2015-10-26 17:13:09","2016-12-17 22:48:51"
236183,"2015-10-26 17:13:09","2015-10-26 17:13:09",236184,"2015-10-26 17:13:09","2016-12-10 22:43:28"
236216,"2015-10-26 17:13:09","2015-10-26 17:13:09",236217,"2015-10-26 17:13:09","2016-12-02 23:53:07"
236288,"2015-10-26 17:13:10","2015-10-26 17:13:10",236289,"2015-10-26 17:13:10","2017-01-08 23:19:49"
237371,"2015-10-26 17:13:14","2015-10-26 17:13:14",237372,"2015-10-26 17:13:14","2016-12-18 22:53:16"
237770,"2015-10-26 17:13:16","2015-10-26 17:13:16",237771,"2015-10-26 17:13:16","2016-12-08 22:44:02"
238190,"2015-10-26 17:13:18","2015-10-26 17:13:18",238191,"2015-10-26 17:13:18","2016-12-08 22:44:02"
238220,"2015-10-26 17:13:18","2015-10-26 17:13:18",238221,"2015-10-26 17:13:18","2016-12-05 00:50:55"
239573,"2015-10-26 17:13:25","2015-10-26 17:13:25",239574,"2015-10-26 17:13:25","2017-03-26 01:12:05"
240497,"2015-10-26 17:13:29","2015-10-26 17:13:29",240498,"2015-10-26 17:13:29","2016-12-05 23:54:07"
240827,"2015-10-26 17:13:30","2015-10-26 17:13:30",240828,"2015-10-26 17:13:30","2017-01-01 11:58:25"
240848,"2015-10-26 17:13:30","2015-10-26 17:13:30",240849,"2015-10-26 17:13:30","2017-01-02 22:43:13"
240863,"2015-10-26 17:13:30","2015-10-26 17:13:30",240864,"2015-10-26 17:13:30","2017-01-04 22:39:49"
240872,"2015-10-26 17:13:30","2015-10-26 17:13:30",240873,"2015-10-26 17:13:30","2016-12-20 12:55:41"
240902,"2015-10-26 17:13:31","2015-10-26 17:13:31",240903,"2015-10-26 17:13:31","2016-12-24 22:43:14"
240917,"2015-10-26 17:13:31","2015-10-26 17:13:31",240918,"2015-10-26 17:13:31","2016-12-21 22:43:01"
243620,"2015-10-26 17:13:43","2015-10-26 17:13:43",243621,"2015-10-26 17:13:43","2016-12-20 14:30:59"
243623,"2015-10-26 17:13:43","2015-10-26 17:13:43",243624,"2015-10-26 17:13:43","2016-12-02 23:53:07"
246143,"2015-10-26 17:13:54","2015-10-26 17:13:54",246144,"2015-10-26 17:13:54","2016-12-16 22:46:22"
246149,"2015-10-26 17:13:54","2015-10-26 17:13:54",246150,"2015-10-26 17:13:54","2016-12-08 22:44:03"
248651,"2015-10-26 17:14:06","2015-10-26 17:14:06",248652,"2015-10-26 17:14:06","2016-12-05 23:54:07"
249359,"2015-10-26 17:14:09","2015-10-26 17:14:09",249360,"2015-10-26 17:14:09","2016-12-07 22:44:37"
251684,"2015-10-26 17:14:19","2015-10-26 17:14:19",251685,"2015-10-26 17:14:19","2016-12-15 22:50:15"
251873,"2015-10-26 17:14:20","2015-10-26 17:14:20",251874,"2015-10-26 17:14:20","2016-12-02 01:59:01"
251891,"2015-10-26 17:14:20","2015-10-26 17:14:20",251892,"2015-10-26 17:14:20","2016-12-07 00:05:05"
252077,"2015-10-26 17:14:21","2015-10-26 17:14:21",252078,"2015-10-26 17:14:21","2016-12-20 11:48:02"
252368,"2015-10-26 17:14:22","2015-10-26 17:14:22",252369,"2015-10-26 17:14:22","2016-12-24 22:40:25"
252695,"2015-10-26 17:14:24","2015-10-26 17:14:24",252696,"2015-10-26 17:14:24","2016-12-06 00:03:10"
252749,"2015-10-26 17:14:24","2015-10-26 17:14:24",252750,"2015-10-26 17:14:24","2016-12-02 05:19:11"
257378,"2015-10-26 17:14:45","2015-10-26 17:14:45",257379,"2015-10-26 17:14:45","2016-12-20 23:51:25"
257432,"2015-10-26 17:14:45","2015-10-26 17:14:45",257433,"2015-10-26 17:14:45","2016-12-07 22:46:46"
258416,"2015-10-26 17:14:49","2015-10-26 17:14:49",258417,"2015-10-26 17:14:49","2017-01-14 13:35:54"
259577,"2015-10-26 17:14:55","2015-10-26 17:14:55",259578,"2015-10-26 17:14:55","2016-12-27 22:43:40"
261683,"2015-10-26 17:15:04","2015-10-26 17:15:04",261684,"2015-10-26 17:15:04","2016-12-15 22:47:03"
261713,"2015-10-26 17:15:04","2015-10-26 17:15:04",261714,"2015-10-26 17:15:04","2016-12-17 22:48:51"
262301,"2015-10-26 17:15:07","2015-10-26 17:15:07",262302,"2015-10-26 17:15:07","2016-12-08 22:44:03"
264161,"2015-10-26 17:15:15","2015-10-26 17:15:15",264162,"2015-10-26 17:15:15","2016-12-20 12:55:23"
264179,"2015-10-26 17:15:16","2015-10-26 17:15:16",264180,"2015-10-26 17:15:16","2017-02-07 22:46:57"
264302,"2015-10-26 17:15:16","2015-10-26 17:15:16",264303,"2015-10-26 17:15:16","2017-01-02 22:42:44"
264548,"2015-10-26 17:15:17","2015-10-26 17:15:17",264549,"2015-10-26 17:15:17","2016-12-07 22:46:46"
265394,"2015-10-26 17:15:21","2015-10-26 17:15:21",265395,"2015-10-26 17:15:21","2016-12-05 23:54:08"
265439,"2015-10-26 17:15:21","2015-10-26 17:15:21",265440,"2015-10-26 17:15:21","2016-12-20 23:51:25"
265517,"2015-10-26 17:15:22","2015-10-26 17:15:22",265518,"2015-10-26 17:15:22","2016-12-20 12:50:30"
265562,"2015-10-26 17:15:22","2015-10-26 17:15:22",265563,"2015-10-26 17:15:22","2016-12-15 22:48:58"
270176,"2015-10-26 17:15:43","2015-10-26 17:15:43",270177,"2015-10-26 17:15:43","2016-12-02 01:59:14"
273329,"2015-10-26 17:15:58","2015-10-26 17:15:58",273330,"2015-10-26 17:15:58","2017-01-06 13:24:01"
273629,"2015-10-26 17:15:59","2015-10-26 17:15:59",273630,"2015-10-26 17:15:59","2016-12-18 22:51:55"
273890,"2015-10-26 17:16:01","2015-10-26 17:16:01",273891,"2015-10-26 17:16:01","2016-12-02 01:59:17"
274187,"2015-10-26 17:16:02","2015-10-26 17:16:02",274188,"2015-10-26 17:16:02","2016-12-07 22:44:37"
274274,"2015-10-26 17:16:02","2015-10-26 17:16:02",274275,"2015-10-26 17:16:02","2016-12-06 00:03:10"
274283,"2015-10-26 17:16:02","2015-10-26 17:16:02",274284,"2015-10-26 17:16:02","2017-01-01 22:40:48"
274289,"2015-10-26 17:16:02","2015-10-26 17:16:02",274290,"2015-10-26 17:16:02","2016-12-18 22:53:17"
274307,"2015-10-26 17:16:03","2015-10-26 17:16:03",274308,"2015-10-26 17:16:03","2016-12-17 22:50:46"
274310,"2015-10-26 17:16:03","2015-10-26 17:16:03",274311,"2015-10-26 17:16:03","2016-12-20 23:51:26"
274313,"2015-10-26 17:16:03","2015-10-26 17:16:03",274314,"2015-10-26 17:16:03","2016-12-05 02:49:01"
275492,"2015-10-26 17:16:08","2015-10-26 17:16:08",275493,"2015-10-26 17:16:08","2016-12-22 22:42:18"
275495,"2015-10-26 17:16:08","2015-10-26 17:16:08",275496,"2015-10-26 17:16:08","2016-12-08 22:46:09"
275543,"2015-10-26 17:16:08","2015-10-26 17:16:08",275544,"2015-10-26 17:16:08","2016-12-20 14:01:54"
275579,"2015-10-26 17:16:08","2015-10-26 17:16:08",275580,"2015-10-26 17:16:08","2016-12-27 22:43:40"
275582,"2015-10-26 17:16:08","2015-10-26 17:16:08",275583,"2015-10-26 17:16:08","2016-12-21 22:43:01"
277538,"2015-10-26 17:16:18","2015-10-26 17:16:18",277539,"2015-10-26 17:16:18","2016-12-20 23:51:26"
277841,"2015-10-26 17:16:19","2015-10-26 17:16:19",277842,"2015-10-26 17:16:19","2016-12-12 22:46:20"
278318,"2015-10-26 17:16:21","2015-10-26 17:16:21",278319,"2015-10-26 17:16:21","2016-12-03 00:01:36"
278966,"2015-10-26 17:16:24","2015-10-26 17:16:24",278967,"2015-10-26 17:16:24","2016-12-12 23:28:15"
280517,"2015-10-26 17:16:32","2015-10-26 17:16:32",280518,"2015-10-26 17:16:32","2016-12-20 23:51:26"
280784,"2015-10-26 17:16:33","2015-10-26 17:16:33",280785,"2015-10-26 17:16:33","2016-12-07 22:44:37"
282233,"2015-10-26 17:16:40","2015-10-26 17:16:40",282234,"2015-10-26 17:16:40","2016-12-15 22:47:03"
283259,"2015-10-26 17:16:45","2015-10-26 17:16:45",283260,"2015-10-26 17:16:45","2017-01-10 22:36:49"
283643,"2015-10-26 17:16:46","2015-10-26 17:16:46",283644,"2015-10-26 17:16:46","2016-12-17 22:48:51"
284003,"2015-10-26 17:16:48","2015-10-26 17:16:48",284004,"2015-10-26 17:16:48","2016-12-20 12:55:51"
284804,"2015-10-26 17:16:52","2015-10-26 17:16:52",284805,"2015-10-26 17:16:52","2016-12-05 00:51:12"
285032,"2015-10-26 17:16:54","2015-10-26 17:16:54",285033,"2015-10-26 17:16:54","2016-12-28 22:42:13"
285083,"2015-10-26 17:16:54","2015-10-26 17:16:54",285084,"2015-10-26 17:16:54","2016-12-20 23:51:26"
285089,"2015-10-26 17:16:54","2015-10-26 17:16:54",285090,"2015-10-26 17:16:54","2016-12-20 23:51:26"
285092,"2015-10-26 17:16:54","2015-10-26 17:16:54",285093,"2015-10-26 17:16:54","2016-12-20 23:51:26"
285152,"2015-10-26 17:16:54","2015-10-26 17:16:54",285153,"2015-10-26 17:16:54","2016-12-30 22:41:29"
285557,"2015-10-26 17:16:56","2015-10-26 17:16:56",285558,"2015-10-26 17:16:56","2016-12-05 00:51:12"
285572,"2015-10-26 17:16:56","2015-10-26 17:16:56",285573,"2015-10-26 17:16:56","2016-12-04 00:06:01"
285722,"2015-10-26 17:16:57","2015-10-26 17:16:57",285723,"2015-10-26 17:16:57","2016-12-21 22:42:25"
285725,"2015-10-26 17:16:57","2015-10-26 17:16:57",285726,"2015-10-26 17:16:57","2017-01-06 22:39:46"
285731,"2015-10-26 17:16:57","2015-10-26 17:16:57",285732,"2015-10-26 17:16:57","2017-01-10 07:44:10"
285740,"2015-10-26 17:16:57","2015-10-26 17:16:57",285741,"2015-10-26 17:16:57","2017-01-13 22:37:47"
285752,"2015-10-26 17:16:57","2015-10-26 17:16:57",285753,"2015-10-26 17:16:57","2016-12-20 12:55:48"
285806,"2015-10-26 17:16:57","2015-10-26 17:16:57",285807,"2015-10-26 17:16:57","2016-12-18 22:52:25"
285824,"2015-10-26 17:16:57","2015-10-26 17:16:57",285825,"2015-10-26 17:16:57","2016-12-17 22:48:51"
285827,"2015-10-26 17:16:57","2015-10-26 17:16:57",285828,"2015-10-26 17:16:57","2017-01-08 23:19:49"
285839,"2015-10-26 17:16:58","2015-10-26 17:16:58",285840,"2015-10-26 17:16:58","2016-12-21 22:40:53"
285938,"2015-10-26 17:16:58","2015-10-26 17:16:58",285939,"2015-10-26 17:16:58","2016-12-09 22:42:48"
285980,"2015-10-26 17:16:58","2015-10-26 17:16:58",285981,"2015-10-26 17:16:58","2016-12-02 23:53:08"
286241,"2015-10-26 17:16:59","2015-10-26 17:16:59",286242,"2015-10-26 17:16:59","2016-12-15 22:48:58"
286373,"2015-10-26 17:17:00","2015-10-26 17:17:00",286374,"2015-10-26 17:17:00","2016-12-19 22:49:26"
286382,"2015-10-26 17:17:00","2015-10-26 17:17:00",286383,"2015-10-26 17:17:00","2016-12-31 22:41:34"
286385,"2015-10-26 17:17:00","2015-10-26 17:17:00",286386,"2015-10-26 17:17:00","2016-12-07 22:44:37"
286388,"2015-10-26 17:17:00","2015-10-26 17:17:00",286389,"2015-10-26 17:17:00","2016-12-11 10:33:54"
287027,"2015-10-26 17:17:03","2015-10-26 17:17:03",287028,"2015-10-26 17:17:03","2016-12-20 15:57:05"
287363,"2015-10-26 17:17:05","2015-10-26 17:17:05",287364,"2015-10-26 17:17:05","2016-12-10 23:26:40"
287369,"2015-10-26 17:17:05","2015-10-26 17:17:05",287370,"2015-10-26 17:17:05","2016-12-08 22:44:03"
287831,"2015-10-26 17:17:07","2015-10-26 17:17:07",287832,"2015-10-26 17:17:07","2016-12-02 23:53:08"
287840,"2015-10-26 17:17:07","2015-10-26 17:17:07",287841,"2015-10-26 17:17:07","2016-12-02 23:53:08"
287843,"2015-10-26 17:17:07","2015-10-26 17:17:07",287844,"2015-10-26 17:17:07","2016-12-02 05:19:12"
288161,"2015-10-26 17:17:08","2015-10-26 17:17:08",288162,"2015-10-26 17:17:08","2016-12-07 22:44:37"
288644,"2015-10-26 17:17:11","2015-10-26 17:17:11",288645,"2015-10-26 17:17:11","2016-12-16 22:47:54"
289721,"2015-10-26 17:17:16","2015-10-26 17:17:16",289722,"2015-10-26 17:17:16","2016-12-02 05:30:20"
290315,"2015-10-26 17:17:19","2015-10-26 17:17:19",290316,"2015-10-26 17:17:19","2016-12-20 23:51:27"
290348,"2015-10-26 17:17:19","2015-10-26 17:17:19",290349,"2015-10-26 17:17:19","2016-12-20 23:51:27"
290363,"2015-10-26 17:17:19","2015-10-26 17:17:19",290364,"2015-10-26 17:17:19","2017-05-22 22:40:41"
290393,"2015-10-26 17:17:19","2015-10-26 17:17:19",290394,"2015-10-26 17:17:19","2017-06-07 22:43:45"
290447,"2015-10-26 17:17:19","2015-10-26 17:17:19",290448,"2015-10-26 17:17:19","2016-12-02 02:08:30"
293279,"2015-10-26 17:17:33","2015-10-26 17:17:33",293280,"2015-10-26 17:17:33","2016-12-09 22:45:42"
295313,"2015-10-26 17:17:42","2015-10-26 17:17:42",295314,"2015-10-26 17:17:42","2017-01-18 22:44:34"
295742,"2015-10-26 17:17:44","2015-10-26 17:17:44",295743,"2015-10-26 17:17:44","2016-12-07 22:44:37"
296894,"2015-10-26 17:17:50","2015-10-26 17:17:50",296895,"2015-10-26 17:17:50","2016-12-19 22:49:26"
296912,"2015-10-26 17:17:50","2015-10-26 17:17:50",296913,"2015-10-26 17:17:50","2016-12-27 22:43:40"
298961,"2015-10-26 17:17:59","2015-10-26 17:17:59",298962,"2015-10-26 17:17:59","2017-02-07 22:46:57"
298964,"2015-10-26 17:17:59","2015-10-26 17:17:59",298965,"2015-10-26 17:17:59","2016-12-27 22:43:40"
299225,"2015-10-26 17:18:01","2015-10-26 17:18:01",299226,"2015-10-26 17:18:01","2016-12-20 22:53:27"
299366,"2015-10-26 17:18:01","2015-10-26 17:18:01",299367,"2015-10-26 17:18:01","2016-12-17 22:48:51"
299459,"2015-10-26 17:18:02","2015-10-26 17:18:02",299460,"2015-10-26 17:18:02","2016-12-20 23:51:27"
299462,"2015-10-26 17:18:02","2015-10-26 17:18:02",299463,"2015-10-26 17:18:02","2016-12-03 23:53:59"
299522,"2015-10-26 17:18:02","2015-10-26 17:18:02",299523,"2015-10-26 17:18:02","2016-12-07 00:05:17"
299972,"2015-10-26 17:18:04","2015-10-26 17:18:04",299973,"2015-10-26 17:18:04","2016-12-20 23:51:28"
300032,"2015-10-26 17:18:04","2015-10-26 17:18:04",300033,"2015-10-26 17:18:04","2016-12-07 22:44:37"
300041,"2015-10-26 17:18:04","2015-10-26 17:18:04",300042,"2015-10-26 17:18:04","2016-12-06 00:03:16"
300053,"2015-10-26 17:18:04","2015-10-26 17:18:04",300054,"2015-10-26 17:18:04","2016-12-20 12:31:41"
300056,"2015-10-26 17:18:05","2015-10-26 17:18:05",300057,"2015-10-26 17:18:05","2016-12-10 22:43:28"
300062,"2015-10-26 17:18:05","2015-10-26 17:18:05",300063,"2015-10-26 17:18:05","2016-12-17 22:50:46"
301031,"2015-10-26 17:18:09","2015-10-26 17:18:09",301032,"2015-10-26 17:18:09","2016-12-18 22:51:55"
301073,"2015-10-26 17:18:10","2015-10-26 17:18:10",301074,"2015-10-26 17:18:10","2016-12-20 14:30:17"
301739,"2015-10-26 17:18:13","2015-10-26 17:18:13",301740,"2015-10-26 17:18:13","2016-12-20 23:51:28"
305354,"2015-10-26 17:18:31","2015-10-26 17:18:31",305355,"2015-10-26 17:18:31","2016-12-25 22:42:30"
305975,"2015-10-26 17:18:34","2015-10-26 17:18:34",305976,"2015-10-26 17:18:34","2016-12-17 22:50:47"
305978,"2015-10-26 17:18:34","2015-10-26 17:18:34",305979,"2015-10-26 17:18:34","2016-12-17 22:50:47"
306467,"2015-10-26 17:18:36","2015-10-26 17:18:36",306468,"2015-10-26 17:18:36","2016-12-20 16:58:45"
306470,"2015-10-26 17:18:36","2015-10-26 17:18:36",306471,"2015-10-26 17:18:36","2016-12-20 16:58:47"
309263,"2015-10-26 17:18:50","2015-10-26 17:18:50",309264,"2015-10-26 17:18:50","2016-12-27 22:43:40"
309902,"2015-10-26 17:18:54","2015-10-26 17:18:54",309903,"2015-10-26 17:18:54","2016-12-14 22:42:49"
310097,"2015-10-26 17:18:55","2015-10-26 17:18:55",310098,"2015-10-26 17:18:55","2017-01-04 22:40:29"
311873,"2015-10-26 17:19:04","2015-10-26 17:19:04",311874,"2015-10-26 17:19:04","2016-12-13 23:12:27"
312272,"2015-10-26 17:19:05","2015-10-26 17:19:05",312273,"2015-10-26 17:19:05","2016-12-20 23:51:28"
312344,"2015-10-26 17:19:06","2015-10-26 17:19:06",312345,"2015-10-26 17:19:06","2016-12-20 14:19:03"
313715,"2015-10-26 17:19:13","2015-10-26 17:19:13",313716,"2015-10-26 17:19:13","2016-12-02 23:53:08"
313718,"2015-10-26 17:19:13","2015-10-26 17:19:13",313719,"2015-10-26 17:19:13","2016-12-20 12:53:16"
314051,"2015-10-26 17:19:14","2015-10-26 17:19:14",314052,"2015-10-26 17:19:14","2017-01-14 22:37:24"
315599,"2015-10-26 17:19:22","2015-10-26 17:19:22",315600,"2015-10-26 17:19:22","2016-12-06 00:03:17"
315713,"2015-10-26 17:19:22","2015-10-26 17:19:22",315714,"2015-10-26 17:19:22","2016-12-20 13:14:35"
315914,"2015-10-26 17:19:23","2015-10-26 17:19:23",315915,"2015-10-26 17:19:23","2016-12-03 23:53:59"
315917,"2015-10-26 17:19:23","2015-10-26 17:19:23",315918,"2015-10-26 17:19:23","2016-12-05 00:51:12"
316163,"2015-10-26 17:19:25","2015-10-26 17:19:25",316164,"2015-10-26 17:19:25","2016-12-17 22:50:47"
316262,"2015-10-26 17:19:25","2015-10-26 17:19:25",316263,"2015-10-26 17:19:25","2016-12-20 23:51:28"
316286,"2015-10-26 17:19:25","2015-10-26 17:19:25",316287,"2015-10-26 17:19:25","2016-12-10 23:26:41"
317054,"2015-10-26 17:19:29","2015-10-26 17:19:29",317055,"2015-10-26 17:19:29","2016-12-20 23:51:29"
317057,"2015-10-26 17:19:29","2015-10-26 17:19:29",317058,"2015-10-26 17:19:29","2016-12-13 23:14:14"
317087,"2015-10-26 17:19:29","2015-10-26 17:19:29",317088,"2015-10-26 17:19:29","2016-12-20 16:54:31"
317114,"2015-10-26 17:19:29","2015-10-26 17:19:29",317115,"2015-10-26 17:19:29","2016-12-22 22:42:18"
317345,"2015-10-26 17:19:30","2015-10-26 17:19:30",317346,"2015-10-26 17:19:30","2016-12-17 22:48:51"
317789,"2015-10-26 17:19:32","2015-10-26 17:19:32",317790,"2015-10-26 17:19:32","2016-12-20 14:42:48"
317798,"2015-10-26 17:19:33","2015-10-26 17:19:33",317799,"2015-10-26 17:19:33","2016-12-18 22:50:13"
317801,"2015-10-26 17:19:33","2015-10-26 17:19:33",317802,"2015-10-26 17:19:33","2016-12-20 13:08:29"
317885,"2015-10-26 17:19:33","2015-10-26 17:19:33",317886,"2015-10-26 17:19:33","2016-12-20 17:22:49"
318458,"2015-10-26 17:19:36","2015-10-26 17:19:36",318459,"2015-10-26 17:19:36","2016-12-05 00:51:02"
318461,"2015-10-26 17:19:36","2015-10-26 17:19:36",318462,"2015-10-26 17:19:36","2016-12-03 00:01:46"
318470,"2015-10-26 17:19:36","2015-10-26 17:19:36",318471,"2015-10-26 17:19:36","2016-12-07 22:46:47"
318473,"2015-10-26 17:19:36","2015-10-26 17:19:36",318474,"2015-10-26 17:19:36","2016-12-06 00:03:18"
318476,"2015-10-26 17:19:36","2015-10-26 17:19:36",318477,"2015-10-26 17:19:36","2016-12-20 16:53:38"
318479,"2015-10-26 17:19:36","2015-10-26 17:19:36",318480,"2015-10-26 17:19:36","2016-12-03 00:01:47"
318509,"2015-10-26 17:19:36","2015-10-26 17:19:36",318510,"2015-10-26 17:19:36","2016-12-06 23:58:30"
318512,"2015-10-26 17:19:36","2015-10-26 17:19:36",318513,"2015-10-26 17:19:36","2016-12-17 22:50:47"
318527,"2015-10-26 17:19:36","2015-10-26 17:19:36",318528,"2015-10-26 17:19:36","2016-12-17 22:48:51"
318827,"2015-10-26 17:19:37","2015-10-26 17:19:37",318828,"2015-10-26 17:19:37","2016-12-06 00:03:18"
318845,"2015-10-26 17:19:37","2015-10-26 17:19:37",318846,"2015-10-26 17:19:37","2016-12-05 23:54:09"
318860,"2015-10-26 17:19:37","2015-10-26 17:19:37",318861,"2015-10-26 17:19:37","2016-12-18 22:51:56"
318863,"2015-10-26 17:19:37","2015-10-26 17:19:37",318864,"2015-10-26 17:19:37","2016-12-10 22:45:15"
318887,"2015-10-26 17:19:38","2015-10-26 17:19:38",318888,"2015-10-26 17:19:38","2016-12-07 22:44:37"
318893,"2015-10-26 17:19:38","2015-10-26 17:19:38",318894,"2015-10-26 17:19:38","2016-12-10 22:44:57"
318932,"2015-10-26 17:19:38","2015-10-26 17:19:38",318933,"2015-10-26 17:19:38","2016-12-08 22:46:10"
320369,"2015-10-26 17:19:45","2015-10-26 17:19:45",320370,"2015-10-26 17:19:45","2016-12-12 23:28:16"
